task_id,latitude,longitude,profit,duration,extra_attr
586,51.7265,103.873,6.0,15.0,5.0
587,47.6314,89.2167,6.0,21.0,8.0
588,24.1391,109.2981,6.0,28.0,5.0
589,11.074,117.1959,6.0,25.0,7.0
590,34.8429,113.1878,1.0,26.0,8.0
591,20.3738,120.4005,1.0,29.0,9.0
592,28.8371,83.2263,1.0,20.0,9.0
593,47.0528,116.1576,5.0,21.0,6.0
594,27.3087,77.4335,10.0,17.0,6.0
595,5.0821,122.8402,7.0,17.0,6.0
596,40.9628,86.1092,5.0,15.0,7.0
597,18.2367,116.0102,10.0,18.0,9.0
598,8.131,90.6975,2.0,24.0,8.0
599,15.6172,86.1766,1.0,16.0,8.0
600,25.1093,89.8569,7.0,20.0,7.0
601,31.1483,103.6652,6.0,22.0,5.0
602,28.8403,109.6663,1.0,25.0,6.0
603,17.9127,81.9428,4.0,29.0,9.0
604,11.2109,100.3478,2.0,22.0,5.0
605,12.5608,99.3394,9.0,22.0,6.0
606,44.1016,116.3605,5.0,23.0,8.0
607,26.9154,123.5131,10.0,22.0,9.0
608,42.6823,84.1152,4.0,16.0,9.0
609,27.5757,107.3215,7.0,18.0,6.0
610,8.1648,88.4729,8.0,18.0,7.0
611,52.3195,120.1536,5.0,18.0,8.0
612,9.1988,132.8812,4.0,19.0,8.0
613,42.7066,77.2086,3.0,16.0,6.0
614,25.8184,110.2233,9.0,15.0,7.0
615,51.9483,92.6001,4.0,23.0,7.0
616,33.9596,84.3807,4.0,17.0,7.0
617,31.2076,102.3591,4.0,15.0,5.0
618,37.6207,109.1937,1.0,27.0,7.0
619,42.7813,128.0397,3.0,21.0,8.0
620,24.0686,100.8436,9.0,27.0,7.0
621,27.1454,85.1041,3.0,25.0,5.0
622,35.9861,86.6962,5.0,26.0,6.0
623,49.7149,121.7791,8.0,25.0,7.0
624,18.2406,75.2106,7.0,29.0,6.0
625,45.657,119.0082,2.0,22.0,6.0
626,6.0819,128.1526,6.0,27.0,8.0
627,10.7566,92.586,10.0,25.0,6.0
628,21.1208,118.8232,9.0,27.0,8.0
629,26.2072,124.1988,4.0,22.0,9.0
630,52.1321,85.5311,4.0,29.0,5.0
631,22.2264,102.8719,6.0,22.0,6.0
632,38.8052,116.4601,4.0,21.0,8.0
633,40.0256,97.4169,5.0,16.0,7.0
634,33.3932,80.0008,6.0,20.0,7.0
635,30.0547,83.4746,3.0,19.0,5.0
636,52.9914,88.7284,7.0,24.0,9.0
637,45.6393,128.4409,6.0,25.0,5.0
638,35.8633,123.167,6.0,20.0,9.0
639,34.9041,91.1785,2.0,18.0,6.0
640,5.8598,117.2241,7.0,15.0,6.0
641,46.2981,121.7186,8.0,21.0,9.0
642,13.4975,83.7524,1.0,22.0,8.0
643,25.6982,80.0826,4.0,22.0,5.0
644,43.8249,114.0967,6.0,15.0,9.0
645,41.5873,118.7331,9.0,22.0,7.0
646,14.9059,129.5402,7.0,16.0,7.0
647,16.1379,85.0977,7.0,19.0,6.0
648,5.0404,103.8751,7.0,28.0,5.0
649,26.903,94.919,4.0,25.0,7.0
650,29.0019,120.9086,7.0,17.0,8.0
651,21.6125,115.2542,8.0,17.0,7.0
652,8.1872,92.92,10.0,29.0,5.0
653,16.3807,77.5292,8.0,15.0,5.0
654,15.6168,122.8209,2.0,18.0,6.0
655,18.0956,120.262,6.0,29.0,8.0
656,23.3215,77.0113,5.0,29.0,9.0
657,24.982,119.9055,2.0,22.0,8.0
658,30.9261,76.9011,3.0,27.0,6.0
659,38.4404,107.8318,6.0,25.0,6.0
660,23.1287,91.0678,1.0,24.0,6.0
661,37.4845,105.969,5.0,26.0,5.0
662,32.2276,117.7392,5.0,22.0,5.0
663,4.8445,95.4426,6.0,16.0,5.0
664,27.2928,109.4136,4.0,21.0,8.0
665,12.3658,130.9604,6.0,28.0,8.0
666,39.0691,77.7237,9.0,24.0,7.0
667,8.265,97.3025,1.0,23.0,7.0
668,47.5079,73.0264,5.0,20.0,5.0
669,43.6434,105.521,7.0,27.0,9.0
670,19.7382,100.925,6.0,24.0,9.0
671,42.784,123.8292,6.0,28.0,9.0
672,39.1842,110.6199,3.0,29.0,6.0
673,28.2912,78.4161,8.0,29.0,9.0
674,34.5924,121.3594,5.0,25.0,8.0
675,27.2708,87.0657,5.0,20.0,5.0
676,35.265,79.4699,8.0,16.0,6.0
677,15.7983,99.4953,5.0,25.0,5.0
678,15.9074,104.409,3.0,26.0,5.0
679,16.158,73.5834,8.0,16.0,6.0
680,39.13,108.3964,2.0,27.0,6.0
681,29.4387,118.9093,10.0,29.0,7.0
682,31.0625,103.5336,1.0,26.0,5.0
683,33.7926,103.5073,6.0,26.0,8.0
684,6.2118,97.4007,6.0,29.0,8.0
685,8.4181,76.2545,2.0,22.0,9.0
686,26.7846,80.6738,2.0,29.0,9.0
687,5.768,87.4727,1.0,25.0,6.0
688,27.5405,99.9715,10.0,17.0,9.0
689,40.4627,118.2061,7.0,25.0,8.0
690,40.7353,88.4704,1.0,20.0,9.0
691,18.7961,112.1177,1.0,16.0,6.0
692,26.7267,88.7779,9.0,15.0,6.0
693,24.6677,103.7946,6.0,27.0,5.0
694,21.732,119.5952,6.0,21.0,9.0
695,33.7355,88.2179,1.0,29.0,5.0
696,20.7464,94.484,5.0,28.0,9.0
697,13.8926,120.5122,5.0,17.0,9.0
698,23.1699,81.8329,8.0,22.0,7.0
699,14.3923,96.9679,5.0,27.0,6.0
700,14.8005,128.9183,3.0,25.0,5.0
701,51.9059,122.4922,8.0,22.0,8.0
702,6.1145,112.4004,5.0,29.0,9.0
703,8.8233,96.2421,5.0,17.0,9.0
704,35.0741,93.5835,4.0,29.0,6.0
705,14.3713,89.3365,2.0,28.0,6.0
706,13.7623,100.1824,8.0,24.0,9.0
707,24.1478,113.7602,2.0,26.0,5.0
708,22.6491,88.5817,5.0,20.0,6.0
709,40.3362,83.0894,7.0,25.0,5.0
710,45.0239,85.2516,4.0,28.0,9.0
711,47.6476,130.6246,6.0,20.0,9.0
712,38.2922,126.9551,5.0,18.0,5.0
713,33.4626,73.5013,3.0,16.0,8.0
714,24.8565,110.3348,1.0,15.0,7.0
715,22.0894,131.3203,10.0,24.0,8.0
716,5.9635,108.1393,4.0,28.0,9.0
717,3.5526,107.8911,10.0,25.0,6.0
718,26.1273,90.7506,3.0,26.0,8.0
719,27.6865,75.3548,8.0,20.0,5.0
720,39.9185,77.7826,1.0,15.0,5.0
721,13.9116,82.0678,10.0,20.0,9.0
722,49.0474,94.2863,3.0,26.0,8.0
723,9.0095,74.4615,5.0,19.0,5.0
724,4.3866,92.7483,3.0,26.0,6.0
725,10.0643,124.2929,6.0,20.0,8.0
726,20.1271,109.0958,5.0,22.0,7.0
727,51.978,105.5723,7.0,27.0,9.0
728,45.9961,84.6281,8.0,25.0,5.0
729,8.3887,105.86,4.0,17.0,6.0
730,26.4685,118.2925,7.0,19.0,9.0
731,23.4616,90.9416,1.0,25.0,7.0
732,21.1675,118.3074,8.0,24.0,7.0
733,18.9675,123.7797,9.0,17.0,5.0
734,31.8659,82.9909,5.0,19.0,6.0
735,44.6965,111.0485,4.0,25.0,5.0
736,32.681,116.1565,5.0,17.0,5.0
737,32.3833,89.4296,1.0,25.0,7.0
738,37.0266,124.7816,3.0,21.0,6.0
739,8.24,106.0282,4.0,18.0,6.0
740,16.0723,96.0486,1.0,16.0,8.0
741,18.1428,101.0832,1.0,15.0,7.0
742,41.7545,110.5029,2.0,25.0,9.0
743,35.2037,108.4174,3.0,22.0,7.0
744,5.2762,83.6439,3.0,24.0,8.0
745,38.7145,118.2756,8.0,16.0,9.0
746,17.1731,98.9324,3.0,21.0,9.0
747,13.4738,108.2681,3.0,20.0,5.0
748,8.9806,87.935,8.0,18.0,6.0
749,5.7742,84.1699,5.0,21.0,9.0
750,28.7254,74.9373,8.0,25.0,9.0
751,7.2024,119.9401,10.0,20.0,5.0
752,30.4131,95.8925,4.0,16.0,5.0
753,20.1441,84.9554,10.0,25.0,8.0
754,5.8137,85.6187,10.0,21.0,8.0
755,42.8304,130.0136,2.0,18.0,6.0
756,29.4062,92.5146,8.0,16.0,5.0
757,15.5586,115.0931,8.0,21.0,9.0
758,24.357,87.5239,2.0,20.0,8.0
759,39.9035,82.0265,2.0,16.0,7.0
760,45.8114,101.3011,2.0,24.0,5.0
761,18.2099,108.8407,7.0,29.0,9.0
762,9.6911,106.1946,2.0,15.0,6.0
763,14.151,90.5035,8.0,28.0,6.0
764,35.0666,118.048,7.0,26.0,8.0
765,43.7104,123.9636,6.0,25.0,7.0
766,35.3083,125.3112,5.0,26.0,6.0
767,5.822,113.5935,9.0,16.0,7.0
768,35.6914,116.3947,5.0,24.0,8.0
769,46.6949,87.3257,10.0,15.0,9.0
770,25.3173,87.7628,10.0,25.0,9.0
771,8.2713,116.4705,5.0,29.0,7.0
772,25.7402,128.0808,9.0,20.0,7.0
773,16.0984,120.4793,6.0,26.0,7.0
774,30.3231,85.2674,8.0,20.0,9.0
775,48.9044,80.7065,1.0,29.0,8.0
776,31.7723,120.8338,7.0,25.0,8.0
777,23.0059,82.8297,10.0,29.0,8.0
778,19.5966,114.4409,8.0,24.0,8.0
779,39.7907,92.5972,1.0,18.0,6.0
780,7.1288,101.6482,8.0,23.0,6.0
781,15.0945,124.5794,5.0,27.0,9.0
782,51.8493,117.7697,6.0,19.0,8.0
783,35.8788,84.6876,3.0,26.0,7.0
784,7.907,123.5322,2.0,29.0,8.0
785,45.789,106.1642,5.0,25.0,9.0
786,32.5734,128.1405,3.0,26.0,9.0
787,7.8988,84.9846,7.0,22.0,6.0
788,30.0231,94.1139,8.0,17.0,6.0
789,32.2885,96.0147,8.0,28.0,6.0
790,30.0511,106.8419,4.0,26.0,5.0
791,15.0187,102.9459,7.0,28.0,9.0
792,37.4576,80.764,6.0,29.0,7.0
793,5.8988,132.0605,10.0,20.0,5.0
794,25.8916,114.0775,2.0,22.0,8.0
795,40.312,115.3207,7.0,26.0,9.0
796,26.6101,111.6077,9.0,20.0,7.0
797,4.3718,82.341,8.0,25.0,6.0
798,32.944,91.4968,4.0,25.0,8.0
799,23.5531,97.997,1.0,23.0,6.0
800,33.0713,74.9907,8.0,26.0,5.0
801,45.8198,75.0576,10.0,15.0,7.0
802,29.7514,118.7586,9.0,29.0,9.0
803,5.2846,119.1311,1.0,21.0,9.0
804,48.1147,90.2117,10.0,15.0,8.0
805,10.4776,131.5826,6.0,27.0,8.0
806,19.4812,79.9612,3.0,21.0,6.0
807,24.9512,124.9662,3.0,17.0,8.0
808,52.6572,79.8117,9.0,18.0,7.0
809,44.8118,94.0705,9.0,25.0,8.0
810,35.1105,132.7665,10.0,26.0,6.0
811,18.7282,73.9334,9.0,15.0,7.0
812,47.001,84.5198,8.0,20.0,6.0
813,23.9504,92.1144,6.0,26.0,8.0
814,11.9794,108.3739,7.0,27.0,9.0
815,42.4383,75.5198,10.0,23.0,9.0
816,42.9189,87.6814,8.0,18.0,8.0
817,19.6758,94.0315,6.0,16.0,7.0
818,24.1733,124.0305,10.0,23.0,9.0
819,43.0573,118.4058,10.0,29.0,9.0
820,28.8831,109.8844,5.0,29.0,9.0
821,5.6322,84.18,9.0,27.0,7.0
822,16.6284,100.1815,1.0,16.0,9.0
823,34.7664,130.8363,10.0,24.0,8.0
824,6.4242,87.6872,3.0,19.0,9.0
825,19.454,73.1184,3.0,29.0,9.0
826,4.6001,75.9449,2.0,24.0,7.0
827,12.1819,88.9379,3.0,18.0,9.0
828,10.3591,105.4929,6.0,24.0,6.0
829,51.5221,118.6931,7.0,26.0,9.0
830,44.8604,78.718,4.0,19.0,8.0
831,16.6438,90.2547,4.0,17.0,8.0
832,5.5335,86.9682,5.0,27.0,6.0
833,14.1743,120.8511,10.0,23.0,8.0
834,21.4849,115.9562,8.0,26.0,5.0
835,29.3468,109.7396,1.0,29.0,6.0
836,31.3764,88.1645,3.0,15.0,8.0
837,49.8351,117.9799,3.0,29.0,5.0
838,47.803,80.7898,10.0,22.0,7.0
839,48.7189,115.108,5.0,19.0,6.0
840,11.6462,83.9871,5.0,17.0,5.0
841,9.0637,92.1181,10.0,16.0,8.0
842,36.0274,93.8237,9.0,28.0,7.0
843,42.8965,83.7645,10.0,18.0,5.0
844,26.691,123.0695,1.0,21.0,8.0
845,14.9934,87.2365,9.0,20.0,8.0
846,44.2568,90.6031,2.0,23.0,8.0
847,22.2205,79.3719,1.0,28.0,8.0
848,33.9034,111.276,2.0,20.0,6.0
849,30.4499,85.0291,4.0,29.0,7.0
850,39.7485,101.7593,7.0,19.0,6.0
851,19.9216,119.0545,10.0,22.0,6.0
852,47.1999,129.7207,8.0,20.0,7.0
853,21.3582,121.1538,10.0,17.0,7.0
854,37.5865,88.2204,6.0,23.0,9.0
855,44.7944,102.7946,5.0,16.0,6.0
856,4.9692,90.2611,4.0,28.0,5.0
857,20.2907,132.8417,5.0,18.0,9.0
858,33.8417,108.9731,8.0,25.0,9.0
859,36.6361,88.5248,3.0,27.0,6.0
860,40.3217,76.8568,10.0,22.0,9.0
861,27.0648,126.5108,10.0,21.0,9.0
862,45.0927,114.6535,2.0,17.0,9.0
863,32.8156,76.6924,8.0,19.0,5.0
864,21.4901,109.0098,7.0,19.0,8.0
865,7.609,107.7511,10.0,25.0,7.0
866,31.857,110.8472,8.0,25.0,7.0
867,51.7552,120.9888,6.0,28.0,5.0
868,25.6983,106.2956,10.0,19.0,8.0
869,49.1305,98.833,9.0,26.0,5.0
870,33.5591,130.2937,7.0,27.0,8.0
871,10.3136,119.9031,6.0,26.0,5.0
872,48.1055,84.8188,9.0,28.0,5.0
873,13.5534,131.0506,6.0,26.0,6.0
874,42.825,81.2639,8.0,17.0,5.0
875,43.7438,91.2402,2.0,22.0,9.0
876,36.0814,122.7117,10.0,22.0,9.0
877,34.1122,122.146,2.0,15.0,9.0
878,12.6693,75.6846,5.0,28.0,6.0
879,15.8493,113.845,1.0,17.0,6.0
880,50.7549,112.8468,7.0,21.0,7.0
881,26.6725,118.654,9.0,25.0,7.0
882,45.1134,87.9516,8.0,28.0,5.0
883,6.6792,114.5023,3.0,29.0,9.0
884,22.5984,129.261,10.0,28.0,9.0
885,40.5879,88.6764,6.0,29.0,5.0
886,9.7063,82.0572,10.0,19.0,5.0
887,52.8758,98.2432,1.0,15.0,9.0
888,46.0673,80.4878,7.0,22.0,5.0
889,50.2096,81.1246,6.0,27.0,5.0
890,31.2641,114.149,10.0,17.0,6.0
891,3.8708,117.0975,3.0,22.0,9.0
892,13.6089,121.2074,2.0,24.0,7.0
893,37.5658,129.4142,7.0,26.0,5.0
894,35.6432,111.887,3.0,15.0,6.0
895,16.3585,97.5378,1.0,27.0,6.0
896,33.8173,99.5273,6.0,28.0,5.0
897,25.4154,132.3437,4.0,29.0,9.0
898,16.1279,128.2631,1.0,16.0,9.0
899,5.8945,103.7957,5.0,29.0,7.0
900,3.1977,96.7493,10.0,26.0,9.0
901,48.8582,113.6565,4.0,27.0,6.0
902,33.4226,126.5607,1.0,17.0,6.0
903,41.5029,125.2537,6.0,22.0,5.0
904,38.1127,130.0376,2.0,27.0,5.0
905,39.5906,104.9012,10.0,17.0,9.0
906,40.6955,99.5536,10.0,20.0,7.0
907,14.0263,111.7202,6.0,16.0,9.0
908,41.535,81.39,5.0,25.0,9.0
909,21.494,117.2249,5.0,26.0,6.0
910,12.3497,74.408,7.0,26.0,6.0
911,5.6664,105.5169,2.0,26.0,9.0
912,22.2739,103.9218,6.0,15.0,6.0
913,11.2946,104.2595,3.0,26.0,8.0
914,9.236,117.9436,4.0,25.0,8.0
915,31.121,87.249,4.0,29.0,7.0
916,52.7365,118.1252,6.0,27.0,5.0
917,39.5221,112.8975,8.0,16.0,6.0
918,36.9289,124.2035,6.0,18.0,6.0
919,15.7668,81.2167,1.0,21.0,8.0
920,45.4444,131.0609,3.0,15.0,5.0
921,24.8967,93.8348,6.0,15.0,9.0
922,43.7922,106.4159,7.0,17.0,6.0
923,34.6696,113.4803,6.0,27.0,7.0
924,28.0467,100.1157,6.0,23.0,6.0
925,16.5664,102.181,7.0,21.0,8.0
926,24.2738,121.9492,2.0,20.0,6.0
927,4.3525,116.3761,8.0,27.0,7.0
928,22.1598,110.1889,4.0,17.0,7.0
929,9.0823,112.4329,8.0,29.0,8.0
930,32.0332,90.0481,5.0,28.0,5.0
931,22.848,97.8386,8.0,27.0,6.0
932,50.5792,127.4948,4.0,20.0,8.0
933,3.0013,83.6695,3.0,27.0,7.0
934,48.5228,124.0986,6.0,19.0,5.0
935,47.0559,90.2927,2.0,29.0,7.0
936,33.7057,103.063,6.0,26.0,6.0
937,10.0671,126.2585,6.0,19.0,8.0
938,33.6536,127.671,4.0,21.0,6.0
939,26.7474,87.1755,5.0,21.0,6.0
940,50.1911,121.8173,8.0,21.0,5.0
941,39.4511,73.5916,6.0,26.0,9.0
942,8.4374,99.371,9.0,19.0,9.0
943,25.5267,80.4907,7.0,17.0,6.0
944,8.6192,125.3274,1.0,18.0,6.0
945,52.9636,98.2581,10.0,29.0,8.0
946,35.243,126.2744,7.0,24.0,8.0
947,43.0246,76.6196,6.0,25.0,8.0
948,9.5741,78.5734,9.0,20.0,8.0
949,11.6778,108.9776,3.0,23.0,7.0
950,20.5052,77.6088,10.0,17.0,6.0
951,6.5849,107.8219,7.0,18.0,5.0
952,18.4027,73.8344,6.0,16.0,6.0
953,14.0421,122.9993,3.0,22.0,6.0
954,22.5104,99.5478,9.0,21.0,6.0
955,3.9747,102.4311,10.0,22.0,9.0
956,22.9823,125.7392,8.0,21.0,8.0
957,31.4023,114.3843,4.0,19.0,5.0
958,14.0064,122.6986,5.0,22.0,5.0
959,8.8787,74.3853,6.0,16.0,7.0
960,20.0117,77.265,1.0,18.0,8.0
961,48.382,109.8673,6.0,27.0,6.0
962,32.059,78.7789,6.0,18.0,6.0
963,24.4533,109.6105,2.0,19.0,9.0
964,29.5552,104.5453,7.0,20.0,9.0
965,31.0949,128.1761,7.0,19.0,9.0
966,52.8203,94.5188,9.0,29.0,9.0
967,19.4282,112.9512,5.0,25.0,5.0
968,50.6795,124.6874,5.0,29.0,7.0
969,9.1906,107.6728,10.0,16.0,5.0
970,28.37,116.2176,1.0,18.0,9.0
971,43.7239,116.2454,5.0,20.0,5.0
972,52.402,92.2863,1.0,29.0,7.0
973,14.1266,81.712,6.0,19.0,9.0
974,41.1607,127.7832,8.0,16.0,7.0
975,36.4824,107.7199,7.0,26.0,9.0
976,52.201,120.2987,6.0,18.0,8.0
977,16.8056,82.1352,4.0,15.0,7.0
978,33.3904,90.6055,7.0,24.0,5.0
979,34.6076,125.7318,5.0,21.0,5.0
980,51.9306,91.1651,7.0,17.0,6.0
981,32.7173,110.0065,4.0,25.0,5.0
982,14.7907,130.8008,9.0,21.0,7.0
983,12.9864,77.1797,1.0,18.0,6.0
984,6.514,77.7278,4.0,26.0,6.0
985,26.4894,88.4237,2.0,28.0,5.0
986,42.5392,83.288,1.0,26.0,6.0
987,37.0634,110.2528,6.0,15.0,7.0
988,35.9669,100.2832,8.0,28.0,8.0
989,35.223,124.2842,4.0,17.0,5.0
990,31.1245,111.8097,3.0,17.0,8.0
991,47.9908,104.6651,7.0,27.0,5.0
992,19.8642,115.4018,9.0,24.0,5.0
993,6.2173,85.5972,1.0,17.0,9.0
994,31.9425,76.5751,4.0,27.0,7.0
995,33.778,85.1484,7.0,16.0,9.0
996,33.7525,79.032,6.0,26.0,9.0
997,10.1977,132.4589,5.0,15.0,8.0
998,10.6758,121.2443,7.0,29.0,7.0
999,50.6321,123.2483,4.0,26.0,8.0
